id,metric,gemini_2_5_pro,gpt_oss_120b,deepseek_v3_1,qwen3_235b_a22b__2507_tput,gpt_5
2ca9d3ed,factual_correctness,0.82,0.91,0.9,0.77,0.78
2cb2831f,faithfulness,0.8947368421052632,0.76,0.9166666666666666,0.0,0.6666666666666666
2cb2831f,factual_correctness,0.0,0.0,0.0,0.0,0.68
2cdda180,faithfulness,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.0
2cdda180,factual_correctness,0.08,0.4,0.3,0.42,0.21
2d017427,faithfulness,1.0,0.4615384615384615,0.0,0.875,0.9166666666666666
2d017427,factual_correctness,0.48,0.0,0.0,0.78,0.6
2d1a2d5b,faithfulness,1.0,1.0,1.0,1.0,1.0
2d1a2d5b,factual_correctness,1.0,0.89,1.0,1.0,0.86
2d6bd68d,faithfulness,1.0,0.1666666666666666,0.6666666666666666,1.0,0.9285714285714286
2d6bd68d,factual_correctness,0.58,0.7,0.69,0.64,0.61
2d81ac79,faithfulness,0.9411764705882352,0.9473684210526316,1.0,0.9310344827586208,1.0
2d81ac79,factual_correctness,0.74,0.84,0.67,0.76,0.46
2d83b753,faithfulness,0.7142857142857143,0.0,0.8260869565217391,0.3714285714285714,1.0
2d83b753,factual_correctness,0.0,0.0,0.46,0.59,0.56
2da12e10,faithfulness,0.875,0.4285714285714285,1.0,0.9777777777777776,0.6153846153846154
2da12e10,factual_correctness,0.32,0.37,0.43,0.68,0.33
2dba4bde,faithfulness,0.5,0.391304347826087,0.7142857142857143,0.6086956521739131,0.6666666666666666
2dba4bde,factual_correctness,0.5,0.17,0.33,0.29,0.44
2e03f41e,faithfulness,1.0,0.3191489361702128,0.8235294117647058,1.0,0.7941176470588235
2e03f41e,factual_correctness,0.21,0.63,0.5,0.35,0.56
2e0b2686,faithfulness,0.875,0.0,0.4285714285714285,0.3611111111111111,0.6111111111111112
2e0b2686,factual_correctness,0.39,0.17,0.43,0.5,0.36
2e52d788,faithfulness,0.3333333333333333,0.1282051282051282,0.3043478260869565,0.2564102564102564,0.3902439024390244
2e52d788,factual_correctness,0.39,0.8,0.62,0.53,0.3
2e65050c,faithfulness,1.0,1.0,0.7142857142857143,0.875,0.6428571428571429
2e65050c,factual_correctness,0.31,0.83,0.53,0.74,0.53
2e8d4ae8,faithfulness,1.0,1.0,0.375,0.4444444444444444,1.0
2e8d4ae8,factual_correctness,0.55,0.71,0.43,0.8,0.22
2f6ddf02,faithfulness,0.5,0.3214285714285714,0.3548387096774194,0.391304347826087,0.2745098039215686
2f6ddf02,factual_correctness,0.68,0.58,0.67,0.65,0.61
2f81464c,faithfulness,0.725,1.0,1.0,0.984126984126984,1.0
2f81464c,factual_correctness,0.58,0.96,0.79,0.77,0.93
2fb123c8,faithfulness,1.0,0.6612903225806451,0.5,0.3181818181818182,0.4545454545454545
2fb123c8,factual_correctness,0.0,0.47,0.61,0.65,0.46
2fcbde83,faithfulness,0.8333333333333334,0.2777777777777778,0.7,0.4666666666666667,0.5714285714285714
2fcbde83,factual_correctness,0.73,0.12,0.0,0.36,0.27
2fe791f9,faithfulness,0.4285714285714285,0.5416666666666666,0.3333333333333333,0.375,0.4285714285714285
2fe791f9,factual_correctness,0.4,0.67,0.86,0.0,0.69
30019807,faithfulness,1.0,0.625,0.9230769230769232,0.0,0.9166666666666666
30019807,factual_correctness,0.71,0.0,0.71,0.0,0.0
307ebb9a,faithfulness,0.9230769230769232,1.0,0.6923076923076923,1.0,0.9285714285714286
307ebb9a,factual_correctness,0.7,0.74,0.57,0.63,0.45
31184bc1,faithfulness,0.9411764705882352,0.8709677419354839,1.0,0.9523809523809524,0.9473684210526316
31184bc1,factual_correctness,0.79,0.81,0.59,0.9,0.88
312a9d8d,faithfulness,0.4666666666666667,0.3137254901960784,0.4545454545454545,0.4,0.5652173913043478
312a9d8d,factual_correctness,0.41,0.4,0.58,0.35,0.25
3136fdea,faithfulness,1.0,1.0,1.0,0.725,1.0
3136fdea,factual_correctness,0.0,0.71,0.9,0.87,0.56
3164e987,faithfulness,1.0,0.7945205479452054,0.8823529411764706,0.5,0.9696969696969696
3164e987,factual_correctness,0.56,0.91,0.67,0.6,0.56
31681971,faithfulness,0.8571428571428571,0.7931034482758621,0.5,0.4285714285714285,0.7692307692307693
31681971,factual_correctness,0.38,0.46,0.75,0.84,0.67
329ae404,faithfulness,1.0,1.0,1.0,1.0,1.0
329ae404,factual_correctness,1.0,1.0,1.0,1.0,0.0
329c18e6,faithfulness,0.5714285714285714,0.6666666666666666,0.7857142857142857,0.6363636363636364,0.75
329c18e6,factual_correctness,0.4,0.0,0.0,0.24,0.29
329da134,faithfulness,0.875,0.4705882352941176,0.7333333333333333,0.625,0.8333333333333334
329da134,factual_correctness,0.38,0.5,0.5,0.39,0.38
329fe31e,faithfulness,0.9545454545454546,0.7111111111111111,1.0,0.9130434782608696,1.0
329fe31e,factual_correctness,0.4,0.79,0.62,0.66,0.65
32ea3c79,faithfulness,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.0
32ea3c79,factual_correctness,0.75,0.94,0.57,0.92,0.67
33519081,faithfulness,0.0,0.0,0.0,0.119047619047619,0.0
33519081,factual_correctness,0.38,0.86,0.65,0.57,0.33
33536a32,faithfulness,0.9090909090909092,0.4857142857142857,1.0,0.76,1.0
33536a32,factual_correctness,0.36,0.43,0.27,0.56,0.22
336658a4,faithfulness,1.0,0.6274509803921569,0.4761904761904761,0.8888888888888888,0.75
336658a4,factual_correctness,0.15,0.6,0.63,0.29,0.53
33daeaa7,faithfulness,1.0,0.3823529411764705,0.5,0.3888888888888889,0.9310344827586208
33daeaa7,factual_correctness,0.42,0.62,0.75,0.69,0.32
341defc1,faithfulness,0.6,0.8888888888888888,1.0,0.0,0.0
341defc1,factual_correctness,0.0,0.18,0.0,0.0,0.53
342e0b7e,faithfulness,0.0,0.7454545454545455,0.631578947368421,0.7,0.896551724137931
342e0b7e,factual_correctness,0.0,0.0,0.53,0.79,0.05
34615e3f,faithfulness,0.75,0.6388888888888888,0.75,0.6,0.8461538461538461
34615e3f,factual_correctness,0.07,0.38,0.41,0.61,0.4
34644f51,faithfulness,1.0,0.5714285714285714,0.7857142857142857,1.0,0.6666666666666666
34644f51,factual_correctness,0.05,0.06,0.66,0.2,0.14
34867795,faithfulness,0.0,0.1,0.0,0.125,0.0
34867795,factual_correctness,0.75,0.9,0.89,0.0,0.43
3517e62d,faithfulness,1.0,0.4473684210526316,0.8,0.9047619047619048,0.4444444444444444
3517e62d,factual_correctness,0.0,0.3,0.29,0.5,0.39
3570670f,faithfulness,1.0,0.6346153846153846,0.4090909090909091,1.0,0.8260869565217391
3570670f,factual_correctness,0.37,0.56,0.39,0.42,0.67
360c720d,faithfulness,1.0,0.0,1.0,0.0,0.9333333333333332
360c720d,factual_correctness,0.36,0.38,0.0,0.0,0.09
361e177e,faithfulness,1.0,0.5217391304347826,0.0,0.7272727272727273,1.0
361e177e,factual_correctness,0.22,0.47,0.37,0.25,0.74
36568b38,faithfulness,1.0,0.525,0.7857142857142857,0.8,1.0
36568b38,factual_correctness,0.57,0.55,0.15,0.55,0.47
366d49d1,faithfulness,1.0,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.5
366d49d1,factual_correctness,0.57,0.75,0.67,0.0,0.67
366f4a71,faithfulness,0.0,0.0547945205479452,0.0909090909090909,0.0579710144927536,0.0
366f4a71,factual_correctness,0.0,0.91,0.79,0.75,0.58
369617bd,faithfulness,1.0,0.1875,0.7272727272727273,0.3043478260869565,1.0
369617bd,factual_correctness,0.37,0.41,0.55,0.44,0.34
37b76f4a,faithfulness,0.8333333333333334,0.3387096774193548,0.6428571428571429,0.5370370370370371,0.4736842105263157
37b76f4a,factual_correctness,0.26,0.67,0.55,0.36,0.44
38c12d85,faithfulness,0.5384615384615384,0.25,0.4583333333333333,0.4444444444444444,0.2962962962962963
38c12d85,factual_correctness,0.59,0.37,0.64,0.45,0.53
38f8ad48,faithfulness,0.5384615384615384,0.173076923076923,0.6470588235294118,0.7,0.238095238095238
38f8ad48,factual_correctness,0.52,0.27,0.37,0.59,0.65
390a7978,faithfulness,0.6666666666666666,0.5,0.5,0.3,1.0
390a7978,factual_correctness,0.15,0.17,0.2,0.44,0.14
39504250,faithfulness,0.0232558139534883,0.0802919708029197,0.0163934426229508,0.2,0.1923076923076923
39504250,factual_correctness,0.59,0.77,0.72,0.56,0.71
39788990,faithfulness,0.3333333333333333,0.2647058823529412,0.1176470588235294,0.3225806451612903,0.5714285714285714
39788990,factual_correctness,0.59,0.36,0.8,0.46,0.29
39947dfa,faithfulness,0.7777777777777778,0.391304347826087,0.8780487804878049,0.5909090909090909,0.8461538461538461
39947dfa,factual_correctness,0.28,0.82,0.25,0.56,0.72
39aadee9,faithfulness,1.0,0.2962962962962963,0.8,0.2916666666666667,0.5
39aadee9,factual_correctness,0.2,0.39,0.4,0.72,0.52
39d2a6ef,faithfulness,0.875,0.25,0.3846153846153846,0.6451612903225806,0.125
39d2a6ef,factual_correctness,0.26,0.62,0.64,0.53,0.84
3a2196bd,faithfulness,0.6666666666666666,0.7419354838709677,0.7777777777777778,0.8,0.9411764705882352
3a2196bd,factual_correctness,0.27,0.57,0.38,0.4,0.43
3a263b10,faithfulness,0.5,1.0,0.0,0.75,1.0
3a263b10,factual_correctness,0.6,0.83,0.67,0.67,0.6
3a2f3700,faithfulness,1.0,0.3333333333333333,0.7777777777777778,1.0,1.0
3a2f3700,factual_correctness,0.55,0.69,0.52,0.44,0.62
3a702b4f,faithfulness,1.0,0.1587301587301587,0.4358974358974359,0.6774193548387096,0.6949152542372882
3a702b4f,factual_correctness,0.19,0.89,0.55,0.5,0.53
3b71b727,faithfulness,0.7916666666666666,0.8333333333333334,0.627906976744186,0.5918367346938775,0.4375
3b71b727,factual_correctness,0.41,0.94,0.69,0.73,0.79
3ba029b2,faithfulness,0.75,0.4166666666666667,0.6470588235294118,0.52,0.2424242424242424
3ba029b2,factual_correctness,0.81,0.38,0.74,0.72,0.56
3bda7188,faithfulness,1.0,0.4230769230769231,0.935483870967742,1.0,0.4583333333333333
3bda7188,factual_correctness,0.26,0.68,0.3,0.2,0.22
3d131391,faithfulness,1.0,0.4,0.4137931034482758,0.9,0.2666666666666666
3d131391,factual_correctness,0.05,0.5,0.65,0.09,0.65
3d3540a1,faithfulness,1.0,0.875,0.7777777777777778,0.0,0.8571428571428571
3d3540a1,factual_correctness,0.67,0.71,0.5,0.8,1.0
3d394b14,faithfulness,0.9047619047619048,0.6140350877192983,0.875,0.8,0.7777777777777778
3d394b14,factual_correctness,0.65,0.57,0.73,0.76,0.62
3d5a35ca,faithfulness,1.0,0.6666666666666666,0.8461538461538461,0.7272727272727273,0.8260869565217391
3d5a35ca,factual_correctness,0.52,0.89,0.71,0.64,0.77
3db9ee34,faithfulness,1.0,1.0,1.0,1.0,1.0
3db9ee34,factual_correctness,0.17,0.39,0.43,0.48,0.18
3dd194a5,faithfulness,1.0,0.6590909090909091,0.8461538461538461,1.0,1.0
3dd194a5,factual_correctness,0.46,0.41,0.67,0.86,0.38
3df10c71,faithfulness,1.0,0.8,0.6923076923076923,1.0,1.0
3df10c71,factual_correctness,0.37,0.51,0.38,0.57,0.33
3df1cca8,faithfulness,1.0,0.5975609756097561,0.15,0.25,0.0857142857142857
3df1cca8,factual_correctness,0.0,0.76,0.55,0.59,0.75
3e07330d,faithfulness,0.4545454545454545,1.0,0.4545454545454545,0.9444444444444444,1.0
3e07330d,factual_correctness,0.63,0.84,0.74,0.56,0.75
3e30891e,faithfulness,0.2857142857142857,0.2112676056338028,0.2040816326530612,0.4307692307692308,0.4545454545454545
3e30891e,factual_correctness,0.57,0.88,0.83,0.58,0.61
3e38df16,faithfulness,0.6190476190476191,0.8214285714285714,0.4074074074074074,0.9,0.5102040816326531
3e38df16,factual_correctness,0.67,0.85,0.74,0.6,0.67
3e3b049f,faithfulness,0.4285714285714285,0.4117647058823529,0.375,0.3157894736842105,0.3928571428571428
3e3b049f,factual_correctness,0.14,0.48,0.52,0.44,0.59
3e67415a,faithfulness,1.0,0.9183673469387756,0.8333333333333334,0.9473684210526316,1.0
3e67415a,factual_correctness,0.53,0.53,0.78,0.53,0.5
3e6c70eb,faithfulness,1.0,0.8260869565217391,0.8518518518518519,0.5757575757575758,0.9411764705882352
3e6c70eb,factual_correctness,0.74,0.79,0.65,0.73,0.6
3e7695d3,faithfulness,0.625,0.12,0.4166666666666667,0.5,0.9166666666666666
3e7695d3,factual_correctness,0.46,0.98,0.54,0.79,0.79
3e7ac883,faithfulness,0.9090909090909092,0.2,0.7368421052631579,0.7142857142857143,0.5833333333333334
3e7ac883,factual_correctness,0.27,0.6,0.47,0.61,0.54
3f5148bf,faithfulness,0.0,0.8636363636363636,1.0,0.9767441860465116,1.0
3f5148bf,factual_correctness,0.44,0.65,0.79,0.86,0.54
3f515a80,faithfulness,0.2,0.2040816326530612,0.8076923076923077,0.0277777777777777,0.4528301886792453
3f515a80,factual_correctness,0.38,0.42,0.5,0.55,0.84
3fac433f,faithfulness,0.7142857142857143,0.4782608695652174,0.6666666666666666,0.5294117647058824,0.3333333333333333
3fac433f,factual_correctness,0.35,0.69,0.6,0.81,0.67
3fbf83cc,faithfulness,0.6666666666666666,0.7894736842105263,0.9,0.4,0.68
3fbf83cc,factual_correctness,0.09,0.33,0.4,0.3,0.31
3ff5d1e3,faithfulness,1.0,0.2592592592592592,1.0,0.5454545454545454,0.8181818181818182
3ff5d1e3,factual_correctness,0.15,0.81,0.51,0.61,0.46
404b1ba8,faithfulness,0.9444444444444444,0.5952380952380952,0.9473684210526316,0.9523809523809524,0.6206896551724138
404b1ba8,factual_correctness,0.38,0.43,0.5,0.58,0.29
408e3f77,faithfulness,0.6666666666666666,0.2777777777777778,0.2666666666666666,0.4333333333333333,0.2727272727272727
408e3f77,factual_correctness,0.3,0.68,0.56,0.48,0.58
414aee74,faithfulness,0.9583333333333334,0.9736842105263158,1.0,1.0,1.0
414aee74,factual_correctness,0.98,0.77,0.98,0.98,0.98
414d46fa,faithfulness,0.7368421052631579,0.6,0.7916666666666666,0.8620689655172413,0.8928571428571429
414d46fa,factual_correctness,0.36,0.18,0.46,0.49,0.44
4155a4e6,faithfulness,0.6923076923076923,0.6896551724137931,1.0,0.6666666666666666,0.9285714285714286
4155a4e6,factual_correctness,0.61,0.88,0.59,0.64,0.77
416d398e,faithfulness,0.0714285714285714,0.054054054054054,0.1818181818181818,0.2,0.3333333333333333
416d398e,factual_correctness,0.63,0.91,0.59,0.83,0.74
41dc000e,faithfulness,0.9230769230769232,0.5111111111111111,0.8235294117647058,0.8648648648648649,1.0
41dc000e,factual_correctness,0.44,0.63,0.67,0.45,0.49
41df1a8c,faithfulness,0.5,0.25,0.25,0.6,0.6666666666666666
41df1a8c,factual_correctness,0.25,0.31,0.62,0.27,0.0
41ea3aed,faithfulness,0.875,0.2125,0.4761904761904761,0.5526315789473685,0.6388888888888888
41ea3aed,factual_correctness,0.05,0.88,0.33,0.52,0.54
421bb206,faithfulness,1.0,0.8421052631578947,0.8333333333333334,0.7272727272727273,1.0
421bb206,factual_correctness,0.36,0.65,0.47,0.61,0.23
428334ce,faithfulness,1.0,0.7307692307692307,0.84,0.9583333333333334,0.9473684210526316
428334ce,factual_correctness,0.29,0.53,0.48,0.65,0.39
42b7fd7e,faithfulness,0.8,0.4615384615384615,0.25,0.5,1.0
42b7fd7e,factual_correctness,0.12,0.52,0.14,0.0,0.11
43851c17,faithfulness,0.8181818181818182,0.875,1.0,1.0,1.0
43851c17,factual_correctness,0.12,0.13,0.31,0.55,0.29
43873b1d,faithfulness,1.0,0.2542372881355932,0.0,0.6363636363636364,0.7
43873b1d,factual_correctness,0.59,0.4,0.4,0.4,0.46
4399004e,faithfulness,1.0,0.3055555555555556,0.6,0.875,0.25
4399004e,factual_correctness,0.43,0.46,0.64,0.6,0.61
443d7268,faithfulness,0.8,0.991150442477876,0.2926829268292683,0.5869565217391305,0.9814814814814816
443d7268,factual_correctness,0.05,0.78,0.64,0.72,0.92
44c80f9d,faithfulness,0.4615384615384615,0.9166666666666666,0.375,0.2941176470588235,0.4166666666666667
44c80f9d,factual_correctness,0.37,0.0,0.0,0.46,0.47
44d427eb,faithfulness,1.0,0.9565217391304348,0.3684210526315789,0.5,0.4347826086956521
44d427eb,factual_correctness,0.35,0.99,0.59,0.44,0.64
4513ed59,faithfulness,0.5,0.0,0.0,0.7647058823529411,0.4166666666666667
4513ed59,factual_correctness,0.17,0.65,0.0,0.49,0.48
4515afcf,faithfulness,0.8,0.1428571428571428,0.6,0.4545454545454545,0.3636363636363636
4515afcf,factual_correctness,0.25,0.6,0.41,0.57,0.41
45b57186,faithfulness,0.8571428571428571,0.9117647058823528,0.7857142857142857,1.0,1.0
45b57186,factual_correctness,0.48,0.87,0.44,0.51,0.68
45c5626a,faithfulness,0.9090909090909092,0.4137931034482758,0.75,0.5172413793103449,0.6818181818181818
45c5626a,factual_correctness,0.38,0.72,0.32,0.65,0.42
45f99eae,faithfulness,0.6363636363636364,0.2,0.1923076923076923,0.1,0.9473684210526316
45f99eae,factual_correctness,0.52,0.54,0.26,0.29,0.5
4636baa3,faithfulness,0.6363636363636364,0.6666666666666666,0.7272727272727273,0.4444444444444444,0.7
4636baa3,factual_correctness,0.37,0.67,0.55,0.57,0.53
4680eb49,faithfulness,1.0,0.2926829268292683,0.3333333333333333,0.2,0.6
4680eb49,factual_correctness,0.05,0.62,0.4,0.48,0.33
46e16c28,faithfulness,1.0,0.1388888888888889,0.3125,0.1111111111111111,0.6666666666666666
46e16c28,factual_correctness,0.21,0.62,0.6,0.69,0.53
470b5b16,faithfulness,1.0,0.5862068965517241,1.0,0.7543859649122807,0.3809523809523809
470b5b16,factual_correctness,0.45,0.87,0.67,0.64,0.56
47703f4b,faithfulness,0.5714285714285714,0.8048780487804879,1.0,1.0,1.0
47703f4b,factual_correctness,0.06,0.34,0.21,0.33,0.0
47b6ff37,faithfulness,0.4210526315789473,0.5365853658536586,0.1666666666666666,1.0,0.9545454545454546
47b6ff37,factual_correctness,0.59,0.43,0.57,0.36,0.24
47f689b7,faithfulness,0.7142857142857143,0.7073170731707317,0.8888888888888888,0.8235294117647058,1.0
47f689b7,factual_correctness,0.17,0.38,0.42,0.44,0.21
482447a7,faithfulness,0.0909090909090909,0.1212121212121212,0.238095238095238,0.0576923076923076,0.1818181818181818
482447a7,factual_correctness,0.62,0.75,0.58,0.78,0.81
48615f57,faithfulness,1.0,0.875,0.8333333333333334,1.0,0.5
48615f57,factual_correctness,0.67,0.94,0.89,0.83,1.0
487b38b0,faithfulness,1.0,0.4375,0.6296296296296297,1.0,0.6
487b38b0,factual_correctness,0.11,0.16,0.27,0.32,0.18
48e99010,faithfulness,1.0,0.5,1.0,0.8125,0.9090909090909092
48e99010,factual_correctness,0.74,0.82,0.73,0.87,0.64
49033dd6,faithfulness,1.0,0.7777777777777778,0.0,0.9166666666666666,0.75
49033dd6,factual_correctness,0.44,0.67,0.6,0.64,0.55
490aa0ad,faithfulness,1.0,0.9259259259259259,1.0,0.0,0.9615384615384616
490aa0ad,factual_correctness,0.0,0.78,0.56,0.5,0.36
